               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  23,            0.054579,            0.034036,            0.022637,             0.59591,             0.61438,             0.52564,             0.24464,            0.057118,            0.046074,            0.015301,            0.008911,            0.008911,            0.008911
                  24,            0.055421,            0.036118,            0.020318,             0.68954,             0.38171,             0.36376,             0.19299,            0.074901,            0.047412,            0.026912,           0.0088615,           0.0088615,           0.0088615
                  25,            0.056467,            0.030917,            0.018712,             0.60466,             0.66126,             0.57189,             0.28139,            0.054153,            0.040172,            0.014281,            0.008812,            0.008812,            0.008812
                  26,            0.051247,            0.034067,            0.022885,             0.69747,             0.56649,             0.63025,              0.2535,            0.051784,            0.043458,            0.013943,           0.0087625,           0.0087625,           0.0087625
                  27,            0.054354,            0.034635,             0.01919,             0.55082,             0.62105,             0.56642,             0.23411,            0.060816,            0.033678,            0.013261,            0.008713,            0.008713,            0.008713
                  28,            0.058999,            0.034557,            0.018865,              0.5367,             0.61869,              0.5523,             0.24548,            0.058661,            0.039581,            0.017961,           0.0086635,           0.0086635,           0.0086635
                  29,            0.054318,            0.035712,            0.019096,             0.67592,             0.50765,             0.58054,             0.26109,            0.059825,            0.041908,            0.016011,            0.008614,            0.008614,            0.008614
                  30,             0.04959,            0.038637,            0.018768,             0.62959,             0.43241,             0.49531,             0.25331,            0.064311,            0.042851,            0.018034,           0.0085645,           0.0085645,           0.0085645
                  31,            0.049238,            0.031862,             0.01886,             0.67162,             0.64729,             0.70678,             0.32467,            0.049785,            0.041076,            0.011603,            0.008515,            0.008515,            0.008515
                  32,            0.053425,            0.032724,             0.01954,             0.77618,             0.49182,             0.60572,             0.31516,            0.058181,            0.043927,            0.012884,           0.0084655,           0.0084655,           0.0084655
                  33,            0.053643,            0.033999,            0.019962,             0.84567,             0.49549,             0.68903,             0.26449,            0.052368,            0.037991,            0.011851,            0.008416,            0.008416,            0.008416
                  34,            0.047836,            0.032319,            0.019405,             0.82542,             0.56661,             0.67324,             0.34579,            0.051059,            0.041507,            0.012323,           0.0083665,           0.0083665,           0.0083665
                  35,            0.048361,            0.037011,            0.018072,             0.73218,             0.62973,             0.69741,             0.33486,            0.049003,            0.044577,            0.011808,            0.008317,            0.008317,            0.008317
                  36,            0.050015,            0.032788,            0.020341,             0.66895,             0.70661,             0.70724,             0.33472,            0.047067,             0.04036,             0.01178,           0.0082675,           0.0082675,           0.0082675
                  37,            0.046805,            0.035447,            0.019043,             0.67257,             0.66242,             0.74574,             0.38008,              0.0469,            0.037486,           0.0098472,            0.008218,            0.008218,            0.008218
                  38,             0.04654,            0.032472,            0.019648,             0.64664,              0.6879,             0.68218,             0.28841,            0.048477,            0.035835,            0.009665,           0.0081685,           0.0081685,           0.0081685
                  39,            0.050617,            0.029348,             0.01807,             0.59022,             0.50406,             0.50665,             0.23517,            0.065579,            0.037881,            0.012032,            0.008119,            0.008119,            0.008119
                  40,            0.055065,            0.032423,            0.021353,             0.68526,             0.66379,             0.66634,             0.32547,            0.050514,            0.037054,           0.0097377,           0.0080695,           0.0080695,           0.0080695
                  41,            0.048662,            0.035804,            0.015086,             0.55487,             0.72818,              0.6689,             0.30262,            0.048419,            0.032625,           0.0090843,             0.00802,             0.00802,             0.00802
                  42,             0.04905,            0.034414,            0.019439,             0.58047,             0.67578,             0.65381,             0.31896,            0.050254,            0.032819,            0.009442,           0.0079705,           0.0079705,           0.0079705
                  43,            0.053015,            0.034922,            0.015013,             0.77124,             0.60216,             0.67527,             0.34799,            0.049724,            0.035128,           0.0094478,            0.007921,            0.007921,            0.007921
                  44,             0.05592,            0.029675,            0.021724,             0.66088,              0.6135,             0.62505,             0.30389,            0.053001,            0.034581,           0.0099573,           0.0078715,           0.0078715,           0.0078715
                  45,            0.048786,            0.033116,             0.01792,             0.76156,             0.58473,             0.69559,             0.30874,            0.048386,            0.035572,            0.010377,            0.007822,            0.007822,            0.007822
                  46,            0.045505,            0.027995,            0.019562,             0.76745,             0.57586,             0.67475,             0.35737,            0.048511,            0.034314,            0.010258,           0.0077725,           0.0077725,           0.0077725
                  47,             0.04857,            0.033434,            0.018995,             0.74865,             0.65998,             0.71085,             0.37146,            0.045522,            0.032866,           0.0091466,            0.007723,            0.007723,            0.007723
                  48,            0.046586,            0.036323,            0.017469,             0.69366,             0.69118,              0.6518,              0.3461,            0.047179,            0.034168,            0.010215,           0.0076735,           0.0076735,           0.0076735
                  49,            0.045229,             0.03365,            0.019084,             0.72242,             0.63108,               0.669,             0.32015,            0.048598,             0.03509,           0.0089601,            0.007624,            0.007624,            0.007624
                  50,             0.04314,            0.030659,            0.023142,             0.75113,             0.64238,             0.71188,              0.3893,            0.045179,            0.034562,            0.008396,           0.0075745,           0.0075745,           0.0075745
                  51,            0.046005,            0.033838,            0.017559,             0.59545,             0.64902,             0.64651,             0.30647,            0.055657,            0.033399,           0.0088345,            0.007525,            0.007525,            0.007525
                  52,            0.051172,             0.02848,            0.019089,             0.73439,             0.61611,             0.62606,             0.28822,            0.050622,              0.0377,             0.00866,           0.0074755,           0.0074755,           0.0074755
                  53,            0.048885,            0.034384,            0.018685,             0.68712,             0.61662,             0.65871,             0.31578,            0.050239,            0.034103,            0.008473,            0.007426,            0.007426,            0.007426
                  54,            0.045582,             0.03372,            0.018264,             0.68765,             0.65158,             0.65501,             0.29221,            0.051589,            0.038337,            0.010839,           0.0073765,           0.0073765,           0.0073765
                  55,            0.044933,            0.029283,            0.020137,              0.7468,             0.68866,             0.74967,             0.34094,            0.045225,            0.034227,            0.008637,            0.007327,            0.007327,            0.007327
                  56,            0.048709,            0.035264,            0.016597,               0.619,             0.74582,             0.76453,             0.34123,             0.05304,              0.0328,           0.0087558,           0.0072775,           0.0072775,           0.0072775
                  57,            0.047057,            0.033692,            0.017722,             0.69279,             0.78365,             0.83174,             0.45018,            0.046685,            0.033333,           0.0091051,            0.007228,            0.007228,            0.007228
                  58,            0.043654,            0.031401,             0.02043,               0.742,             0.70683,             0.72926,             0.33343,            0.047804,             0.03493,            0.009412,           0.0071785,           0.0071785,           0.0071785
                  59,            0.047115,            0.032267,            0.018292,             0.69688,             0.72976,             0.74896,             0.37251,            0.048389,            0.032627,           0.0087004,            0.007129,            0.007129,            0.007129
                  60,            0.046005,            0.030813,            0.023069,             0.72974,             0.73413,             0.80743,             0.38987,            0.045213,            0.032497,           0.0082252,           0.0070795,           0.0070795,           0.0070795
                  61,            0.043611,            0.033854,            0.017375,             0.79031,             0.68591,             0.74716,             0.39989,            0.043469,            0.034305,           0.0096086,             0.00703,             0.00703,             0.00703
                  62,            0.041872,            0.028615,            0.019171,             0.64724,             0.52965,             0.58101,             0.29246,            0.054277,            0.043136,            0.012956,           0.0069805,           0.0069805,           0.0069805
                  63,            0.047187,            0.034407,             0.01638,             0.69673,             0.60392,             0.63494,             0.27689,            0.052962,            0.036297,           0.0094296,            0.006931,            0.006931,            0.006931
                  64,             0.04929,            0.033102,            0.014764,             0.67834,             0.66196,             0.76342,              0.3686,             0.05148,            0.031852,           0.0080923,           0.0068815,           0.0068815,           0.0068815
                  65,            0.045554,            0.028982,            0.017657,             0.76871,             0.68586,             0.85177,              0.4438,            0.044058,            0.032895,           0.0085091,            0.006832,            0.006832,            0.006832
                  66,            0.042181,             0.03005,            0.019217,             0.83162,             0.69744,             0.88371,             0.43713,             0.04461,            0.033293,           0.0083703,           0.0067825,           0.0067825,           0.0067825
                  67,            0.043738,            0.032631,            0.018542,               0.707,             0.77101,             0.87745,             0.43518,            0.042595,            0.029934,           0.0081092,            0.006733,            0.006733,            0.006733
                  68,            0.043336,            0.029906,            0.017338,             0.76152,              0.7009,             0.89756,             0.42048,            0.044243,             0.03183,           0.0082613,           0.0066835,           0.0066835,           0.0066835
                  69,            0.044144,             0.02982,            0.018488,             0.60574,             0.71414,             0.69449,             0.34538,            0.048673,            0.031067,           0.0082492,            0.006634,            0.006634,            0.006634
                  70,            0.041947,            0.028423,            0.018356,             0.65961,             0.71736,             0.76459,             0.35462,            0.044896,            0.031582,           0.0083071,           0.0065845,           0.0065845,           0.0065845
                  71,            0.043068,            0.032867,            0.017756,              0.6476,             0.69045,             0.68254,             0.34834,            0.044058,            0.031085,           0.0080897,            0.006535,            0.006535,            0.006535
                  72,            0.044412,            0.030971,            0.017287,             0.71242,             0.65289,              0.6848,             0.34284,            0.044856,            0.035736,            0.008689,           0.0064855,           0.0064855,           0.0064855
                  73,            0.043411,            0.033313,            0.017014,             0.81293,             0.67785,             0.72485,             0.36394,            0.044583,            0.037991,           0.0082747,            0.006436,            0.006436,            0.006436
                  74,            0.040446,             0.03185,            0.015151,             0.79756,              0.6411,             0.75439,             0.39994,            0.043166,            0.033984,           0.0075471,           0.0063865,           0.0063865,           0.0063865
                  75,             0.04107,            0.029019,            0.018323,             0.75456,              0.6786,              0.8013,             0.41483,             0.04539,             0.03292,           0.0077765,            0.006337,            0.006337,            0.006337
                  76,            0.044886,            0.026962,            0.020579,             0.76617,             0.74289,             0.86237,             0.42419,            0.042159,            0.034355,           0.0076052,           0.0062875,           0.0062875,           0.0062875
                  77,             0.04227,             0.03359,            0.016839,             0.73822,              0.6875,             0.82848,             0.43266,            0.043496,            0.032541,           0.0075977,            0.006238,            0.006238,            0.006238
                  78,             0.04075,            0.030413,            0.015319,             0.60188,             0.83101,             0.85635,             0.49111,            0.044027,            0.032193,           0.0078389,           0.0061885,           0.0061885,           0.0061885
                  79,            0.043117,            0.031429,            0.018039,             0.72437,             0.69696,             0.85257,             0.43063,            0.043987,            0.032343,           0.0074391,            0.006139,            0.006139,            0.006139
                  80,            0.044112,            0.025346,            0.019627,             0.79316,             0.69824,             0.84323,             0.43195,            0.042147,            0.034893,           0.0071971,           0.0060895,           0.0060895,           0.0060895
                  81,            0.039507,            0.029769,            0.016895,             0.76319,             0.66324,             0.82092,             0.40386,            0.041666,            0.033887,           0.0077586,             0.00604,             0.00604,             0.00604
                  82,            0.041043,            0.032182,             0.01666,             0.58843,             0.88505,             0.81187,             0.42715,            0.041245,            0.031161,           0.0079561,           0.0059905,           0.0059905,           0.0059905
                  83,            0.044291,            0.031224,            0.016853,             0.61361,             0.75501,             0.81769,             0.44206,             0.04139,            0.031589,           0.0078225,            0.005941,            0.005941,            0.005941
                  84,             0.04365,            0.030104,            0.016476,             0.64332,             0.67918,             0.75836,             0.37165,            0.047346,            0.032801,           0.0079903,           0.0058915,           0.0058915,           0.0058915
                  85,            0.043436,            0.033842,            0.017895,             0.76622,             0.72214,             0.86673,             0.48309,             0.04006,            0.030597,           0.0068727,            0.005842,            0.005842,            0.005842
                  86,            0.039443,            0.029909,            0.015785,             0.82346,             0.69052,             0.85913,             0.46293,            0.039432,            0.031315,           0.0067214,           0.0057925,           0.0057925,           0.0057925
                  87,            0.041048,            0.030942,            0.017569,             0.76027,             0.66684,             0.74489,             0.35759,            0.048365,             0.03553,           0.0084607,            0.005743,            0.005743,            0.005743
                  88,            0.038999,            0.029054,            0.016468,             0.76796,             0.61704,             0.66244,             0.35237,            0.049647,            0.040106,            0.010466,           0.0056935,           0.0056935,           0.0056935
                  89,            0.038411,            0.032654,              0.0155,             0.75737,             0.56085,             0.63499,             0.31423,            0.052397,            0.039467,            0.012698,            0.005644,            0.005644,            0.005644
                  90,            0.038051,            0.031105,            0.017073,             0.78177,             0.71983,             0.80078,             0.41496,            0.041198,            0.031362,           0.0071931,           0.0055945,           0.0055945,           0.0055945
                  91,            0.038874,            0.026233,            0.019559,             0.85731,             0.63256,             0.74038,             0.42038,            0.043901,            0.036808,           0.0076146,            0.005545,            0.005545,            0.005545
                  92,            0.039433,            0.029958,            0.015578,             0.78562,             0.63015,             0.75711,             0.40334,            0.043567,            0.034047,           0.0071437,           0.0054955,           0.0054955,           0.0054955
                  93,            0.041904,            0.033549,            0.014695,             0.63379,             0.84373,              0.8533,             0.47632,            0.040023,            0.031802,           0.0072096,            0.005446,            0.005446,            0.005446
                  94,            0.038987,            0.031774,            0.016406,             0.63906,             0.84947,             0.81721,              0.4702,            0.041022,            0.031573,           0.0069628,           0.0053965,           0.0053965,           0.0053965
                  95,            0.038746,             0.02926,            0.017102,             0.65973,              0.8899,             0.89734,             0.46901,            0.041551,            0.032685,           0.0077897,            0.005347,            0.005347,            0.005347
                  96,            0.042087,            0.028957,            0.015441,             0.64565,             0.84918,             0.87208,             0.46746,            0.040262,            0.032358,           0.0075611,           0.0052975,           0.0052975,           0.0052975
                  97,            0.039296,            0.032827,            0.014521,             0.66037,             0.92247,             0.90857,             0.45529,            0.040394,            0.031289,           0.0070153,            0.005248,            0.005248,            0.005248
                  98,            0.037713,            0.028966,            0.016054,             0.60995,             0.84806,             0.83762,             0.45625,            0.042059,            0.031246,           0.0072576,           0.0051985,           0.0051985,           0.0051985
                  99,            0.040483,            0.032171,            0.016945,             0.64285,              0.7992,             0.84527,             0.42068,            0.041932,            0.030831,            0.006859,            0.005149,            0.005149,            0.005149
                 100,            0.040964,            0.030007,             0.01521,             0.66466,             0.85461,             0.82648,             0.43978,            0.041285,            0.031992,           0.0073682,           0.0050995,           0.0050995,           0.0050995
                 101,            0.038206,             0.02964,            0.014145,             0.56487,             0.88902,             0.83979,             0.43712,            0.042405,            0.031814,           0.0075438,             0.00505,             0.00505,             0.00505
                 102,            0.037418,            0.028158,            0.017588,             0.77182,             0.68863,             0.81722,             0.47378,            0.040055,            0.031793,           0.0067296,           0.0050005,           0.0050005,           0.0050005
                 103,            0.040397,            0.029477,            0.015807,             0.80477,             0.67412,             0.82507,             0.47373,            0.040117,            0.032224,           0.0065675,            0.004951,            0.004951,            0.004951
                 104,            0.038788,            0.029825,            0.015625,             0.76595,              0.6903,             0.79003,             0.43786,            0.041315,            0.032821,           0.0068466,           0.0049015,           0.0049015,           0.0049015
                 105,            0.038702,            0.027793,            0.014306,             0.74747,             0.68802,             0.73929,             0.39625,            0.041624,              0.0346,           0.0074642,            0.004852,            0.004852,            0.004852
                 106,            0.039813,            0.027159,            0.016107,             0.79067,             0.67441,             0.72412,             0.33695,            0.045179,            0.035688,           0.0081679,           0.0048025,           0.0048025,           0.0048025
                 107,            0.043227,            0.027621,            0.016666,             0.85303,             0.65118,              0.7402,             0.39256,            0.043618,            0.037015,           0.0074007,            0.004753,            0.004753,            0.004753
                 108,            0.039003,            0.030343,            0.015665,             0.78071,             0.68356,             0.79311,             0.43557,            0.042875,            0.031956,           0.0064732,           0.0047035,           0.0047035,           0.0047035
                 109,            0.041413,            0.033873,            0.014718,             0.55041,             0.88353,             0.83378,             0.44065,            0.047638,            0.031708,           0.0069839,            0.004654,            0.004654,            0.004654
                 110,            0.037504,            0.026436,            0.016472,             0.54819,             0.84445,             0.80832,             0.44936,            0.041697,            0.032745,           0.0070812,           0.0046045,           0.0046045,           0.0046045
                 111,            0.038108,            0.027967,            0.017533,             0.70906,             0.70548,             0.77249,             0.42203,            0.041734,            0.035491,            0.007879,            0.004555,            0.004555,            0.004555
                 112,            0.038189,            0.031397,            0.013835,             0.71922,             0.70312,             0.75279,             0.43458,            0.042344,            0.033438,           0.0090007,           0.0045055,           0.0045055,           0.0045055
                 113,            0.038339,            0.030326,            0.015174,             0.69777,             0.68113,             0.73901,             0.39522,            0.042293,            0.032582,           0.0088335,            0.004456,            0.004456,            0.004456
                 114,            0.038204,            0.028854,            0.018171,              0.5882,             0.75365,             0.78551,              0.4228,             0.04211,            0.032483,            0.008441,           0.0044065,           0.0044065,           0.0044065
                 115,            0.042151,            0.027685,            0.019275,             0.59756,             0.80991,             0.76539,             0.42249,            0.041476,            0.033877,            0.008287,            0.004357,            0.004357,            0.004357
                 116,            0.040492,            0.031051,            0.014892,               0.682,             0.69257,             0.77114,             0.42029,            0.041729,            0.031898,           0.0075122,           0.0043075,           0.0043075,           0.0043075
                 117,            0.037766,            0.029933,            0.014668,             0.77695,             0.64759,              0.7733,             0.41303,            0.043215,            0.032071,           0.0069698,            0.004258,            0.004258,            0.004258
                 118,            0.037687,            0.029971,            0.018552,             0.87701,             0.70498,             0.78399,             0.42421,            0.040909,            0.031525,           0.0058672,           0.0042085,           0.0042085,           0.0042085
                 119,            0.035653,            0.027813,            0.016795,             0.85337,             0.67681,             0.73803,             0.42156,            0.040946,            0.032778,            0.006098,            0.004159,            0.004159,            0.004159
                 120,            0.038918,              0.0298,            0.016868,             0.79129,              0.6758,             0.74218,             0.41396,             0.04148,             0.03261,           0.0067679,           0.0041095,           0.0041095,           0.0041095
                 121,             0.03709,            0.027877,            0.015253,             0.55988,             0.87803,             0.75314,             0.44565,            0.039531,            0.031834,           0.0070118,             0.00406,             0.00406,             0.00406
                 122,             0.03445,            0.027325,            0.015574,             0.58557,             0.83347,             0.76982,             0.43275,            0.040043,            0.031774,           0.0072663,           0.0040105,           0.0040105,           0.0040105
                 123,            0.036684,            0.027943,            0.014412,             0.65369,             0.80154,             0.80689,             0.46534,            0.040447,            0.033583,           0.0077775,            0.003961,            0.003961,            0.003961
                 124,            0.036456,            0.029013,            0.016321,             0.67967,             0.83895,             0.78782,             0.45991,            0.038924,            0.033091,           0.0070151,           0.0039115,           0.0039115,           0.0039115
                 125,            0.036827,            0.027493,             0.01655,             0.61498,             0.77861,             0.76085,             0.45072,            0.038076,            0.033411,            0.005545,            0.003862,            0.003862,            0.003862
                 126,            0.035898,            0.028906,            0.017215,             0.61198,             0.78746,              0.7767,             0.42738,            0.040137,            0.033549,           0.0051887,           0.0038125,           0.0038125,           0.0038125
                 127,            0.036868,             0.02702,            0.015089,              0.6273,             0.79164,             0.76839,             0.39939,            0.039951,            0.032214,            0.004917,            0.003763,            0.003763,            0.003763
                 128,            0.038243,            0.029424,            0.013868,             0.63246,             0.83853,             0.80013,              0.4275,            0.040569,            0.031292,           0.0050057,           0.0037135,           0.0037135,           0.0037135
                 129,            0.038178,            0.030886,            0.015128,             0.77027,             0.65432,             0.73511,             0.39446,            0.041883,            0.033603,           0.0062105,            0.003664,            0.003664,            0.003664
                 130,            0.034758,            0.025625,            0.016088,             0.76635,             0.62985,             0.72012,              0.3682,            0.044415,            0.039196,           0.0078924,           0.0036145,           0.0036145,           0.0036145
                 131,            0.036216,            0.027611,            0.013619,             0.58842,             0.67295,             0.68892,              0.3548,            0.046531,            0.038391,           0.0092229,            0.003565,            0.003565,            0.003565
                 132,            0.035027,            0.026519,            0.016268,              0.5521,              0.7775,             0.75221,             0.38403,             0.04032,            0.032353,           0.0075281,           0.0035155,           0.0035155,           0.0035155
                 133,            0.035645,            0.027921,            0.015976,             0.56511,             0.85605,             0.71823,             0.39121,            0.040288,            0.033639,           0.0070708,            0.003466,            0.003466,            0.003466
                 134,            0.036238,            0.031362,            0.014864,              0.5606,              0.8441,             0.74056,             0.39866,            0.040281,            0.032349,           0.0067309,           0.0034165,           0.0034165,           0.0034165
                 135,            0.037487,            0.030015,            0.014387,             0.57842,             0.84064,             0.74216,             0.42154,            0.039656,            0.032475,           0.0062461,            0.003367,            0.003367,            0.003367
                 136,            0.036311,            0.028105,            0.015423,             0.61346,             0.72207,             0.76376,             0.39639,            0.043184,            0.036363,           0.0070646,           0.0033175,           0.0033175,           0.0033175
                 137,            0.035986,            0.026945,            0.016079,             0.62489,             0.86067,             0.78472,             0.41732,            0.041392,              0.0355,           0.0073357,            0.003268,            0.003268,            0.003268
                 138,            0.035673,            0.028432,            0.014566,             0.63884,             0.87714,             0.79039,             0.44023,            0.038973,            0.033042,           0.0071303,           0.0032185,           0.0032185,           0.0032185
                 139,            0.035903,            0.030091,            0.013372,             0.64056,             0.85771,             0.76769,             0.43718,            0.038889,            0.033381,           0.0070131,            0.003169,            0.003169,            0.003169
                 140,            0.035644,            0.030044,            0.013303,             0.62365,             0.82564,             0.76333,             0.44305,            0.039033,             0.03296,           0.0064677,           0.0031195,           0.0031195,           0.0031195
                 141,            0.035197,            0.029169,            0.015328,             0.57253,             0.79813,             0.77951,             0.44737,            0.039622,            0.031285,           0.0062667,             0.00307,             0.00307,             0.00307
                 142,            0.036513,            0.028087,            0.015151,             0.62748,             0.90284,             0.79647,             0.46443,             0.03981,            0.031193,           0.0068126,           0.0030205,           0.0030205,           0.0030205
                 143,            0.035108,            0.029217,            0.013273,              0.6471,             0.89819,             0.79103,             0.46135,            0.039317,            0.030956,           0.0065668,            0.002971,            0.002971,            0.002971
                 144,            0.035396,            0.030336,            0.013819,             0.69404,             0.80386,             0.80554,             0.46998,            0.037623,            0.030932,           0.0062039,           0.0029215,           0.0029215,           0.0029215
                 145,            0.034201,            0.030589,            0.013933,             0.69089,             0.84897,             0.80821,             0.47259,            0.037198,            0.030261,           0.0062506,            0.002872,            0.002872,            0.002872
                 146,            0.034159,            0.027698,            0.015286,             0.70496,             0.80828,             0.81387,             0.48675,            0.036861,            0.029665,           0.0058725,           0.0028225,           0.0028225,           0.0028225
                 147,            0.034122,            0.027973,            0.013779,             0.75989,               0.846,             0.83217,             0.51345,            0.036605,            0.031161,           0.0058067,            0.002773,            0.002773,            0.002773
                 148,            0.035513,             0.02921,            0.014694,             0.71549,             0.81352,             0.81217,             0.49154,              0.0373,            0.030361,           0.0057733,           0.0027235,           0.0027235,           0.0027235
                 149,             0.03475,             0.02709,            0.014421,             0.77245,             0.84832,             0.82213,             0.49089,            0.038047,             0.03154,           0.0059576,            0.002674,            0.002674,            0.002674
                 150,            0.035016,            0.027313,            0.017034,             0.76178,             0.82893,             0.84696,             0.51944,            0.038577,             0.03076,           0.0057906,           0.0026245,           0.0026245,           0.0026245
                 151,            0.033625,            0.027619,            0.014771,             0.74329,             0.80457,             0.83584,             0.50693,            0.036823,            0.030086,           0.0058597,            0.002575,            0.002575,            0.002575
                 152,            0.034079,            0.024671,            0.018995,             0.69419,             0.85555,             0.82322,             0.50037,            0.037073,            0.030452,           0.0059912,           0.0025255,           0.0025255,           0.0025255
                 153,             0.03337,             0.02881,            0.011955,             0.67942,             0.82708,             0.79183,             0.49857,            0.035948,            0.030291,           0.0060543,            0.002476,            0.002476,            0.002476
                 154,            0.033833,            0.028008,            0.014861,             0.70331,             0.80579,             0.78629,             0.49602,            0.035772,            0.030748,           0.0061427,           0.0024265,           0.0024265,           0.0024265
                 155,            0.031623,             0.02325,            0.017018,             0.65045,             0.85038,             0.77851,             0.49659,            0.036467,             0.03224,           0.0061321,            0.002377,            0.002377,            0.002377
                 156,            0.034719,            0.028522,            0.014298,             0.61487,             0.84931,             0.77526,             0.47785,            0.037087,            0.031335,           0.0061485,           0.0023275,           0.0023275,           0.0023275
                 157,            0.034775,            0.028894,            0.013434,             0.59839,              0.8742,             0.77784,              0.4839,            0.038304,            0.031649,           0.0061449,            0.002278,            0.002278,            0.002278
                 158,            0.033532,            0.027535,            0.014475,             0.56637,             0.73747,             0.76033,             0.45507,            0.038858,            0.032093,           0.0060553,           0.0022285,           0.0022285,           0.0022285
                 159,            0.033094,            0.026131,            0.013075,             0.57055,             0.88491,             0.75017,             0.43735,            0.039376,            0.033078,           0.0067936,            0.002179,            0.002179,            0.002179
                 160,            0.032721,             0.02749,            0.014852,             0.60412,              0.8694,             0.76739,             0.45725,            0.036834,             0.03077,           0.0063256,           0.0021295,           0.0021295,           0.0021295
                 161,            0.032882,            0.024693,            0.013108,             0.64935,             0.87152,             0.77568,             0.47306,            0.036746,            0.031064,           0.0059873,             0.00208,             0.00208,             0.00208
                 162,            0.032322,            0.028223,            0.015678,             0.67251,             0.84944,             0.77137,              0.4736,            0.036797,            0.031413,            0.006072,           0.0020305,           0.0020305,           0.0020305
