               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.043267,            0.027954,            0.016456,             0.55458,             0.76125,             0.69774,             0.33722,            0.051537,            0.037106,           0.0073216,            0.009439,            0.009439,            0.009439
                  19,            0.047194,            0.029232,             0.01321,             0.62218,             0.57766,             0.54218,             0.27376,            0.060087,            0.058519,             0.00993,            0.009406,            0.009406,            0.009406
                  20,            0.050152,            0.029485,            0.014517,             0.65953,             0.61923,              0.6857,             0.31189,            0.053966,            0.034623,           0.0069912,            0.009373,            0.009373,            0.009373
                  21,            0.045772,            0.028801,             0.01487,             0.76168,              0.6792,             0.71296,             0.36289,            0.048321,            0.038465,           0.0080765,             0.00934,             0.00934,             0.00934
                  22,            0.042488,            0.029178,            0.014282,             0.59724,             0.67063,             0.73295,             0.38911,            0.046979,            0.033658,           0.0084852,            0.009307,            0.009307,            0.009307
                  23,            0.040747,            0.026261,            0.018072,             0.49339,             0.83438,             0.74953,              0.3911,            0.048751,             0.03323,           0.0086253,            0.009274,            0.009274,            0.009274
                  24,            0.043728,            0.029258,            0.015388,             0.53604,             0.86103,             0.75362,             0.29907,            0.049334,            0.037059,           0.0098036,            0.009241,            0.009241,            0.009241
                  25,            0.039406,            0.026592,             0.01473,             0.65061,              0.8722,             0.78837,             0.35615,             0.04352,            0.033452,           0.0070328,            0.009208,            0.009208,            0.009208
                  26,            0.038271,            0.028109,             0.01733,             0.64155,             0.79057,             0.73225,             0.37145,              0.0427,            0.033008,           0.0062349,            0.009175,            0.009175,            0.009175
                  27,            0.040264,            0.029347,            0.014286,             0.68648,             0.67313,             0.73816,              0.4065,             0.04323,            0.033088,           0.0070934,            0.009142,            0.009142,            0.009142
                  28,            0.045133,            0.029983,            0.014453,             0.47654,             0.84597,             0.68002,             0.31282,            0.057037,            0.032336,           0.0073715,            0.009109,            0.009109,            0.009109
                  29,            0.045364,            0.030475,            0.014517,             0.50286,             0.79312,             0.68646,             0.36161,            0.040844,            0.034802,            0.007573,            0.009076,            0.009076,            0.009076
                  30,            0.039306,            0.033016,            0.014306,             0.55421,             0.82169,             0.66254,             0.36452,            0.047589,            0.037123,            0.008865,            0.009043,            0.009043,            0.009043
                  31,            0.039341,            0.027372,            0.015175,             0.71978,             0.67309,             0.70266,             0.35391,            0.045288,            0.034817,           0.0066684,             0.00901,             0.00901,             0.00901
                  32,            0.041017,            0.027654,            0.015506,             0.76549,             0.67712,             0.71354,              0.4044,            0.042803,            0.035403,           0.0070055,            0.008977,            0.008977,            0.008977
                  33,            0.039229,            0.029378,            0.014916,             0.57109,             0.86664,             0.74036,             0.44161,            0.040018,            0.034432,           0.0086023,            0.008944,            0.008944,            0.008944
                  34,            0.037229,            0.027299,            0.015699,             0.66494,             0.79277,             0.73398,             0.39933,            0.042423,            0.039482,           0.0084799,            0.008911,            0.008911,            0.008911
                  35,            0.038728,            0.031329,            0.014466,             0.49603,              0.7626,             0.70698,             0.35973,             0.05003,            0.044195,           0.0083772,            0.008878,            0.008878,            0.008878
                  36,            0.044079,            0.028033,            0.016302,             0.70854,              0.7725,             0.75527,             0.40613,            0.044739,              0.0402,           0.0071654,            0.008845,            0.008845,            0.008845
                  37,            0.037969,             0.02946,            0.014074,             0.71328,              0.8451,             0.77328,             0.44049,            0.042692,             0.03358,           0.0060247,            0.008812,            0.008812,            0.008812
                  38,            0.037157,            0.027719,            0.015594,             0.71905,             0.78796,             0.80945,             0.41713,            0.041229,            0.034732,           0.0063971,            0.008779,            0.008779,            0.008779
                  39,            0.040901,            0.025113,            0.014482,             0.66654,             0.74509,             0.78508,             0.42991,            0.042358,            0.032168,           0.0064846,            0.008746,            0.008746,            0.008746
                  40,            0.044221,            0.028275,             0.01706,             0.74145,              0.6295,             0.81995,             0.42765,            0.043398,            0.032642,           0.0080813,            0.008713,            0.008713,            0.008713
                  41,            0.043991,            0.030427,            0.011928,             0.68558,             0.75259,              0.8288,             0.37362,            0.048487,            0.029808,           0.0067303,             0.00868,             0.00868,             0.00868
                  42,            0.042629,            0.028701,            0.015962,             0.67912,             0.71612,             0.74709,             0.33586,            0.046876,            0.031756,            0.006908,            0.008647,            0.008647,            0.008647
                  43,            0.044962,            0.031144,             0.01219,             0.66199,             0.81484,             0.73077,             0.34696,            0.044784,            0.032536,            0.006804,            0.008614,            0.008614,            0.008614
                  44,            0.039688,            0.025839,            0.018083,             0.59486,             0.81699,             0.74075,             0.36959,            0.046223,            0.032763,           0.0078699,            0.008581,            0.008581,            0.008581
                  45,            0.044284,            0.028007,            0.014091,             0.73667,             0.77911,             0.84253,              0.3913,            0.047379,            0.033179,           0.0090479,            0.008548,            0.008548,            0.008548
                  46,            0.039747,            0.024141,            0.016414,             0.67132,             0.81652,             0.71441,             0.38422,             0.04693,            0.036927,           0.0089056,            0.008515,            0.008515,            0.008515
                  47,             0.04107,            0.028849,            0.014604,               0.569,             0.81636,             0.71634,             0.41293,            0.041851,            0.033015,           0.0096164,            0.008482,            0.008482,            0.008482
                  48,            0.039628,            0.032161,            0.014347,             0.60972,             0.73769,             0.73578,             0.39371,             0.04873,             0.03559,           0.0091234,            0.008449,            0.008449,            0.008449
                  49,            0.040041,            0.028968,             0.01631,             0.74825,              0.8389,             0.86558,             0.48424,            0.041781,             0.03005,           0.0065425,            0.008416,            0.008416,            0.008416
                  50,            0.037195,            0.026929,             0.01967,             0.68461,             0.88697,             0.86749,             0.52986,            0.040255,            0.031007,           0.0066877,            0.008383,            0.008383,            0.008383
                  51,            0.039009,            0.029389,            0.014204,             0.61611,             0.74087,             0.72358,             0.40194,            0.047478,            0.039187,           0.0063523,             0.00835,             0.00835,             0.00835
                  52,            0.040136,            0.025611,            0.015689,             0.67984,             0.71421,             0.74536,             0.38884,             0.04652,            0.040543,           0.0050385,            0.008317,            0.008317,            0.008317
                  53,             0.04322,            0.030753,            0.015558,             0.70188,              0.8432,             0.82466,             0.43557,            0.044152,            0.032649,            0.005424,            0.008284,            0.008284,            0.008284
                  54,            0.039039,            0.029625,            0.014222,             0.84023,             0.63677,             0.85342,             0.50461,             0.03978,            0.030145,           0.0069454,            0.008251,            0.008251,            0.008251
                  55,            0.039932,             0.02613,             0.01641,             0.53092,             0.81612,             0.76962,             0.36727,            0.046072,            0.040349,           0.0082204,            0.008218,            0.008218,            0.008218
                  56,            0.039452,            0.031858,            0.013066,             0.76423,             0.75138,             0.87509,             0.50299,            0.043707,             0.03097,           0.0067355,            0.008185,            0.008185,            0.008185
                  57,            0.037394,            0.029524,            0.014504,             0.79411,             0.66258,             0.83311,             0.46816,            0.040883,            0.031514,           0.0073539,            0.008152,            0.008152,            0.008152
                  58,            0.036168,            0.027994,            0.016821,             0.74734,             0.83142,             0.86112,             0.44492,            0.042451,              0.0332,           0.0060069,            0.008119,            0.008119,            0.008119
                  59,            0.038892,            0.029217,            0.015782,             0.58051,             0.86087,             0.86085,             0.43232,            0.045341,            0.031915,           0.0070704,            0.008086,            0.008086,            0.008086
                  60,            0.039754,            0.028242,            0.020542,              0.6059,             0.82796,             0.83472,              0.4282,            0.046367,            0.032821,             0.00744,            0.008053,            0.008053,            0.008053
                  61,            0.038116,            0.030182,            0.015118,             0.59903,             0.82742,             0.85579,             0.50822,            0.040555,            0.031365,           0.0067374,             0.00802,             0.00802,             0.00802
                  62,            0.036026,            0.025891,            0.016395,             0.59311,              0.8266,             0.83878,             0.49948,            0.042171,            0.033857,           0.0072527,            0.007987,            0.007987,            0.007987
                  63,            0.039694,            0.031089,            0.013279,             0.72705,             0.72762,             0.81112,             0.43887,            0.044408,            0.032402,           0.0065718,            0.007954,            0.007954,            0.007954
                  64,             0.04094,            0.029671,            0.012352,             0.70318,             0.71881,             0.77674,             0.38954,            0.049784,            0.031698,           0.0066035,            0.007921,            0.007921,            0.007921
                  65,            0.037943,            0.025873,            0.015071,             0.75303,             0.75002,             0.83754,               0.475,            0.041107,            0.034162,           0.0063576,            0.007888,            0.007888,            0.007888
                  66,            0.036579,            0.026645,            0.016224,             0.80783,              0.8213,             0.86178,             0.47267,            0.040674,            0.031918,            0.006159,            0.007855,            0.007855,            0.007855
                  67,            0.038095,            0.028432,            0.015868,             0.70243,             0.87457,             0.82599,             0.44233,            0.040099,            0.031136,           0.0057318,            0.007822,            0.007822,            0.007822
                  68,            0.036537,            0.026416,            0.014339,             0.75255,             0.83691,             0.78694,             0.42039,            0.040281,            0.032315,           0.0058337,            0.007789,            0.007789,            0.007789
                  69,            0.036471,            0.026843,            0.015564,             0.63468,             0.80643,             0.74203,             0.36399,            0.041731,            0.030707,           0.0063316,            0.007756,            0.007756,            0.007756
                  70,            0.035189,            0.025253,            0.016133,             0.66982,               0.732,              0.7759,             0.40194,            0.041678,            0.032629,           0.0073012,            0.007723,            0.007723,            0.007723
                  71,            0.034923,            0.028997,            0.014877,             0.69234,             0.81198,             0.77732,             0.41706,            0.040632,            0.030885,            0.006595,             0.00769,             0.00769,             0.00769
                  72,            0.037388,            0.027787,            0.013995,             0.69771,             0.75939,             0.76263,             0.38017,            0.043591,            0.032184,           0.0062287,            0.007657,            0.007657,            0.007657
                  73,            0.038225,            0.029409,            0.013603,              0.7138,             0.84789,             0.78933,             0.42611,            0.039393,            0.031443,           0.0058735,            0.007624,            0.007624,            0.007624
                  74,            0.034407,            0.028295,            0.012457,             0.73674,              0.7402,             0.82524,             0.41052,            0.044615,            0.033716,           0.0069255,            0.007591,            0.007591,            0.007591
                  75,            0.035608,            0.025981,            0.015117,             0.60003,             0.72243,             0.71059,             0.34484,            0.050165,            0.036878,           0.0092674,            0.007558,            0.007558,            0.007558
                  76,            0.037634,            0.023803,            0.017853,             0.79376,             0.69318,             0.85694,             0.45001,            0.041424,             0.03211,           0.0073085,            0.007525,            0.007525,            0.007525
                  77,            0.035892,            0.029448,             0.01378,             0.80063,              0.6862,             0.84386,             0.48719,            0.038764,            0.030838,            0.007317,            0.007492,            0.007492,            0.007492
                  78,            0.034857,            0.027402,            0.012899,             0.89526,             0.65538,              0.8766,             0.51971,            0.038832,             0.03073,           0.0068282,            0.007459,            0.007459,            0.007459
                  79,            0.038209,              0.0278,            0.015267,             0.62145,             0.78303,             0.85514,             0.45564,            0.044423,            0.041503,           0.0081091,            0.007426,            0.007426,            0.007426
                  80,            0.039069,            0.022691,            0.016732,             0.64615,             0.68274,             0.72977,             0.36059,            0.048256,             0.05228,            0.010051,            0.007393,            0.007393,            0.007393
                  81,            0.035073,            0.026552,            0.013888,             0.71693,             0.72507,             0.71055,             0.34717,            0.051388,            0.051925,           0.0098225,             0.00736,             0.00736,             0.00736
                  82,            0.035852,            0.028872,            0.014038,              0.8667,             0.71161,             0.88977,             0.45126,            0.040084,            0.030592,           0.0064961,            0.007327,            0.007327,            0.007327
                  83,            0.038098,            0.028531,            0.014543,             0.73048,             0.72418,             0.80028,             0.41939,            0.040717,             0.03161,           0.0078009,            0.007294,            0.007294,            0.007294
                  84,            0.037908,            0.027057,            0.014019,             0.84441,             0.68725,             0.85412,             0.47968,             0.04339,            0.030905,           0.0074396,            0.007261,            0.007261,            0.007261
                  85,            0.036765,            0.029839,            0.014953,             0.83414,             0.73975,             0.85527,             0.49172,            0.039253,            0.030993,           0.0060944,            0.007228,            0.007228,            0.007228
                  86,            0.034965,            0.026762,            0.013134,             0.84321,             0.80698,             0.86447,             0.43401,            0.041075,            0.032985,           0.0061082,            0.007195,            0.007195,            0.007195
                  87,            0.036728,            0.026806,            0.014357,             0.75455,             0.78789,             0.83562,              0.4304,            0.042007,            0.031036,           0.0058923,            0.007162,            0.007162,            0.007162
                  88,            0.036122,            0.025474,            0.014077,             0.66448,             0.81192,             0.78708,             0.41875,            0.040456,            0.030928,             0.00633,            0.007129,            0.007129,            0.007129
                  89,            0.034888,            0.028623,            0.013197,             0.68617,             0.81049,             0.80492,             0.45059,            0.040989,            0.030972,           0.0058604,            0.007096,            0.007096,            0.007096
                  90,            0.034381,            0.027981,            0.014334,             0.70464,             0.84385,             0.83199,             0.47248,            0.040409,            0.029863,           0.0052235,            0.007063,            0.007063,            0.007063
                  91,            0.034767,            0.023355,            0.016801,             0.67372,             0.86726,              0.7506,             0.40041,            0.041246,            0.030548,           0.0047361,             0.00703,             0.00703,             0.00703
                  92,            0.035985,            0.026395,            0.013411,             0.65196,             0.82856,             0.75323,             0.39978,            0.042936,            0.031548,            0.005312,            0.006997,            0.006997,            0.006997
                  93,            0.038383,            0.030382,            0.012025,             0.56775,             0.81641,              0.8121,             0.46492,            0.041712,            0.032598,           0.0064458,            0.006964,            0.006964,            0.006964
                  94,            0.034993,            0.028679,            0.014229,             0.66548,             0.81484,             0.85172,             0.51802,            0.039116,            0.030334,           0.0049392,            0.006931,            0.006931,            0.006931
                  95,             0.03504,            0.026518,            0.014905,             0.80626,             0.68432,             0.85812,             0.52617,            0.039406,            0.031227,           0.0065458,            0.006898,            0.006898,            0.006898
                  96,            0.037515,            0.026562,            0.013452,             0.83478,              0.6875,             0.85814,             0.50608,            0.041603,            0.030727,           0.0067902,            0.006865,            0.006865,            0.006865
                  97,            0.035028,            0.029332,            0.012344,             0.76507,             0.68942,             0.83819,             0.49187,            0.039915,            0.030624,           0.0064102,            0.006832,            0.006832,            0.006832
                  98,            0.032329,            0.026255,            0.014162,             0.65143,             0.79252,             0.86351,             0.51115,            0.040483,            0.031266,           0.0058638,            0.006799,            0.006799,            0.006799
                  99,            0.035029,            0.028719,            0.014035,             0.80286,             0.71772,             0.87116,             0.48645,            0.039556,            0.030276,           0.0062389,            0.006766,            0.006766,            0.006766
                 100,            0.036058,            0.027006,            0.012595,             0.77363,             0.67994,             0.85501,             0.49644,            0.040303,            0.032758,           0.0072896,            0.006733,            0.006733,            0.006733
                 101,            0.034218,             0.02726,            0.012345,             0.70118,             0.80164,             0.86618,             0.47023,            0.040424,            0.033417,           0.0061818,              0.0067,              0.0067,              0.0067
                 102,            0.033121,            0.025533,            0.015354,             0.77301,             0.77749,             0.87009,             0.48402,            0.040046,            0.033256,           0.0045537,            0.006667,            0.006667,            0.006667
                 103,            0.035747,            0.026752,            0.013869,             0.75718,             0.81331,             0.81311,             0.45537,            0.040688,            0.031842,           0.0043982,            0.006634,            0.006634,            0.006634
                 104,            0.036424,            0.027165,            0.014045,             0.75013,             0.82713,             0.75651,             0.41459,            0.041791,            0.034243,           0.0059106,            0.006601,            0.006601,            0.006601
