               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.090801,            0.051747,            0.055867,           0.0075929,             0.17347,            0.076839,            0.034164,            0.088295,            0.056812,            0.054243,            0.009208,            0.009208,            0.009208
                  18,            0.088934,             0.04445,            0.054385,            0.012595,            0.079365,            0.073987,            0.032388,            0.090731,            0.059489,            0.059894,           0.0091585,           0.0091585,           0.0091585
                  19,            0.093898,            0.050383,            0.051663,             0.44271,             0.14286,            0.096224,            0.057232,            0.092774,            0.058416,            0.061347,            0.009109,            0.009109,            0.009109
                  20,            0.089836,            0.049796,            0.051551,           0.0079454,             0.17007,            0.031059,            0.009949,            0.090329,            0.059514,            0.061645,           0.0090595,           0.0090595,           0.0090595
                  21,            0.089157,            0.044281,            0.051105,             0.64439,             0.10714,            0.092256,            0.030375,            0.088475,            0.052414,            0.049906,             0.00901,             0.00901,             0.00901
                  22,            0.088909,            0.044464,            0.051515,             0.63287,            0.071429,            0.071672,            0.018133,            0.088185,            0.052432,            0.049944,           0.0089605,           0.0089605,           0.0089605
                  23,            0.086939,            0.042768,            0.049765,             0.62893,             0.14286,             0.10922,            0.048098,            0.083278,             0.05428,            0.047232,            0.008911,            0.008911,            0.008911
                  24,            0.084962,            0.050663,            0.048568,             0.63003,             0.14286,             0.10058,            0.041752,            0.082871,            0.056503,            0.049748,           0.0088615,           0.0088615,           0.0088615
                  25,             0.08448,            0.045723,            0.047096,             0.63683,             0.14286,              0.1361,            0.054756,            0.085678,            0.057298,            0.054425,            0.008812,            0.008812,            0.008812
                  26,            0.082253,            0.045133,            0.048483,             0.46536,             0.14286,             0.06185,            0.025192,            0.084385,            0.065658,            0.042728,           0.0087625,           0.0087625,           0.0087625
                  27,            0.083862,            0.048529,            0.045504,            0.013287,             0.36927,            0.049732,             0.01493,            0.093147,            0.060024,            0.046408,            0.008713,            0.008713,            0.008713
                  28,            0.085581,            0.051264,            0.047234,             0.46015,             0.14286,             0.14802,            0.063893,            0.094063,            0.059225,            0.053548,           0.0086635,           0.0086635,           0.0086635
                  29,            0.081308,            0.046507,            0.042419,             0.60373,             0.15646,             0.11344,            0.051969,            0.090758,            0.057905,            0.045737,            0.008614,            0.008614,            0.008614
                  30,            0.081113,            0.051461,            0.041996,             0.33819,            0.091837,            0.077853,            0.028575,            0.098621,            0.067403,            0.057495,           0.0085645,           0.0085645,           0.0085645
                  31,            0.081471,            0.045297,            0.041505,             0.97563,            0.071429,            0.094951,            0.044211,            0.089065,            0.061225,             0.04074,            0.008515,            0.008515,            0.008515
                  32,             0.08017,            0.048049,            0.041558,             0.84052,            0.071429,             0.11869,            0.051492,             0.09751,            0.060951,            0.041402,           0.0084655,           0.0084655,           0.0084655
                  33,            0.079463,            0.047153,            0.041857,             0.66981,             0.14286,             0.15565,            0.066024,            0.092202,            0.057346,            0.040916,            0.008416,            0.008416,            0.008416
                  34,            0.078077,            0.044168,             0.03971,              0.5871,            0.085034,             0.17066,            0.052213,            0.089907,            0.059154,            0.038927,           0.0083665,           0.0083665,           0.0083665
                  35,            0.081548,            0.053192,            0.040084,             0.71152,            0.071429,            0.097906,            0.039956,            0.085597,            0.061848,            0.041742,            0.008317,            0.008317,            0.008317
                  36,            0.077662,            0.048512,            0.038827,              0.5409,             0.24455,             0.22964,            0.084762,            0.079838,             0.06461,            0.032443,           0.0082675,           0.0082675,           0.0082675
                  37,             0.07374,            0.041209,            0.038813,             0.51331,               0.376,             0.29739,             0.12507,            0.076828,            0.063304,             0.03265,            0.008218,            0.008218,            0.008218
                  38,            0.073423,            0.048186,            0.038939,             0.51451,             0.41005,             0.37267,              0.1195,            0.070701,            0.055768,            0.030952,           0.0081685,           0.0081685,           0.0081685
                  39,            0.076131,            0.040551,             0.03581,            0.012638,             0.49847,             0.17847,            0.062659,            0.086953,            0.057406,            0.037364,            0.008119,            0.008119,            0.008119
                  40,            0.073027,            0.043008,            0.037449,             0.56906,             0.34999,             0.26029,            0.082652,            0.078692,            0.049853,            0.032856,           0.0080695,           0.0080695,           0.0080695
                  41,            0.076989,            0.047796,            0.035324,             0.45262,              0.3179,             0.23926,            0.079982,            0.077155,            0.052339,            0.029596,             0.00802,             0.00802,             0.00802
                  42,            0.073537,            0.044114,            0.036116,             0.59501,              0.3247,             0.28115,            0.095442,            0.087247,            0.051183,            0.037789,           0.0079705,           0.0079705,           0.0079705
                  43,            0.075233,            0.047299,            0.032852,             0.78273,             0.23286,             0.36773,             0.14611,            0.081606,            0.050522,            0.034943,            0.007921,            0.007921,            0.007921
                  44,            0.071179,            0.045288,            0.035412,             0.50487,             0.34929,             0.28453,             0.12261,            0.073616,            0.051625,            0.031369,           0.0078715,           0.0078715,           0.0078715
                  45,             0.07547,            0.043609,            0.031574,             0.51342,             0.34661,              0.2683,             0.12083,            0.077645,            0.050258,            0.026868,            0.007822,            0.007822,            0.007822
                  46,            0.072833,            0.038967,            0.031746,             0.68296,              0.3285,             0.39517,             0.17293,            0.072189,            0.059115,            0.027368,           0.0077725,           0.0077725,           0.0077725
                  47,            0.073889,            0.042437,            0.033116,               0.681,             0.19282,             0.17301,            0.048335,            0.077894,            0.059135,            0.031987,            0.007723,            0.007723,            0.007723
                  48,              0.0735,            0.047354,            0.031021,             0.55644,             0.26331,             0.28484,             0.11966,            0.073922,            0.056799,            0.029313,           0.0076735,           0.0076735,           0.0076735
                  49,            0.070913,            0.045882,            0.029876,             0.42521,             0.46412,             0.41001,             0.18988,            0.067275,            0.047622,            0.022643,            0.007624,            0.007624,            0.007624
                  50,            0.068742,            0.040561,            0.034449,             0.73952,             0.40924,             0.40828,             0.18668,            0.063764,            0.048702,            0.022755,           0.0075745,           0.0075745,           0.0075745
                  51,            0.069491,            0.042169,            0.030678,             0.69393,             0.38268,             0.38933,             0.18182,            0.073609,            0.059088,            0.027133,            0.007525,            0.007525,            0.007525
                  52,            0.068073,            0.038577,            0.029622,              0.5744,            0.071429,            0.012778,           0.0038988,             0.11302,            0.066101,             0.06759,           0.0074755,           0.0074755,           0.0074755
                  53,            0.073588,             0.04703,            0.030608,             0.69987,            0.071429,              0.1952,            0.082367,            0.097368,            0.066547,            0.048154,            0.007426,            0.007426,            0.007426
                  54,            0.067652,            0.044091,            0.029869,             0.39494,              0.3731,             0.35433,             0.16939,            0.078812,            0.066485,            0.027867,           0.0073765,           0.0073765,           0.0073765
                  55,            0.067506,            0.039765,            0.031587,             0.57608,              0.2619,             0.16515,            0.055106,            0.086527,             0.06889,            0.034851,            0.007327,            0.007327,            0.007327
                  56,            0.069977,            0.044491,            0.028776,           0.0032146,             0.19693,           0.0038285,           0.0014337,             0.11395,            0.051563,            0.056422,           0.0072775,           0.0072775,           0.0072775
                  57,            0.069677,            0.041441,            0.027028,             0.53271,             0.24263,             0.10779,            0.047807,            0.088115,            0.065276,            0.041816,            0.007228,            0.007228,            0.007228
                  58,            0.065417,            0.040659,            0.028058,             0.41995,             0.38514,             0.35289,             0.17461,            0.074647,            0.051593,            0.027913,           0.0071785,           0.0071785,           0.0071785
                  59,            0.069332,            0.041158,            0.029053,             0.44443,             0.35518,             0.34553,               0.146,            0.071891,            0.059059,            0.030557,            0.007129,            0.007129,            0.007129
                  60,            0.065026,            0.038508,            0.029786,             0.32642,             0.44119,             0.35162,             0.18003,            0.067388,             0.04912,            0.020265,           0.0070795,           0.0070795,           0.0070795
                  61,            0.066358,            0.044196,            0.025881,             0.61871,             0.47553,             0.40321,             0.18968,            0.062313,            0.049916,            0.019076,             0.00703,             0.00703,             0.00703
                  62,            0.059984,              0.0353,            0.028614,             0.67465,             0.46437,             0.45042,             0.23158,            0.059314,            0.055162,            0.018806,           0.0069805,           0.0069805,           0.0069805
                  63,            0.062784,            0.041177,            0.025954,             0.60588,             0.40498,               0.414,             0.16858,            0.067966,            0.051199,            0.022182,            0.006931,            0.006931,            0.006931
                  64,            0.061959,              0.0425,            0.024676,             0.49171,             0.22407,             0.14508,            0.052873,            0.086118,            0.060636,            0.034062,           0.0068815,           0.0068815,           0.0068815
                  65,            0.065595,            0.038679,            0.026104,             0.72351,             0.10714,            0.020922,            0.008397,            0.098472,            0.063143,            0.050354,            0.006832,            0.006832,            0.006832
                  66,            0.062727,             0.03973,            0.026194,              0.6811,             0.42392,             0.48486,             0.24284,            0.064517,            0.049723,            0.021044,           0.0067825,           0.0067825,           0.0067825
                  67,            0.062429,            0.040311,            0.026878,             0.67177,             0.51108,             0.43544,             0.20424,            0.059885,            0.044431,            0.017956,            0.006733,            0.006733,            0.006733
                  68,            0.062503,            0.037772,            0.025873,             0.68503,             0.41052,              0.3724,             0.14284,            0.069727,            0.044377,            0.021257,           0.0066835,           0.0066835,           0.0066835
                  69,            0.063083,             0.04014,            0.026229,              0.5778,             0.58332,             0.48173,             0.24228,            0.057721,            0.060718,            0.017287,            0.006634,            0.006634,            0.006634
                  70,            0.059035,            0.038536,             0.02462,             0.60716,             0.62044,             0.57872,              0.2829,            0.055747,            0.055344,            0.016871,           0.0065845,           0.0065845,           0.0065845
                  71,            0.061617,            0.044324,            0.024782,             0.47318,             0.57827,             0.42415,              0.1911,            0.063845,            0.045051,            0.016932,            0.006535,            0.006535,            0.006535
                  72,            0.066805,            0.038093,            0.024535,             0.66775,             0.53726,             0.48986,             0.21277,            0.059809,            0.044769,            0.015817,           0.0064855,           0.0064855,           0.0064855
                  73,            0.061532,            0.044409,            0.023813,             0.58424,             0.53245,             0.46191,             0.20634,            0.060175,            0.045687,             0.01814,            0.006436,            0.006436,            0.006436
                  74,            0.056922,              0.0369,            0.023488,             0.51285,             0.45828,             0.47446,             0.21691,            0.067655,             0.04909,            0.023175,           0.0063865,           0.0063865,           0.0063865
                  75,            0.058174,            0.037157,            0.022663,             0.51904,             0.50246,              0.4173,             0.18913,            0.064821,            0.048325,            0.019043,            0.006337,            0.006337,            0.006337
                  76,            0.059665,            0.037234,            0.025387,             0.39743,             0.35079,             0.34203,             0.18688,            0.071844,            0.057823,            0.028752,           0.0062875,           0.0062875,           0.0062875
                  77,            0.060715,            0.042591,            0.023322,              0.5329,             0.62538,             0.52968,             0.25523,            0.058304,            0.040801,            0.015381,            0.006238,            0.006238,            0.006238
                  78,            0.056223,            0.039181,            0.021847,             0.61352,             0.53778,             0.52761,             0.24572,            0.057704,            0.042757,             0.01503,           0.0061885,           0.0061885,           0.0061885
                  79,            0.060533,            0.042432,            0.024621,             0.54244,             0.49422,             0.55704,             0.24868,            0.061372,             0.04445,            0.016071,            0.006139,            0.006139,            0.006139
                  80,             0.05686,            0.033035,            0.026523,             0.70818,             0.39669,             0.45068,             0.23619,             0.06407,             0.05478,            0.016722,           0.0060895,           0.0060895,           0.0060895
                  81,            0.057131,            0.036736,            0.022726,             0.54662,             0.52736,             0.49822,             0.26377,            0.061125,            0.049267,            0.016001,             0.00604,             0.00604,             0.00604
                  82,            0.056402,             0.03702,            0.022213,             0.52518,             0.53923,             0.53108,             0.29395,            0.057149,            0.050503,            0.014855,           0.0059905,           0.0059905,           0.0059905
                  83,            0.057798,            0.038841,            0.021821,             0.62552,             0.63137,             0.56262,             0.25904,            0.055031,            0.041642,            0.013506,            0.005941,            0.005941,            0.005941
                  84,             0.05708,            0.040242,             0.02162,             0.53224,             0.59482,             0.52587,              0.2334,            0.056744,            0.053724,            0.012599,           0.0058915,           0.0058915,           0.0058915
                  85,            0.058002,            0.040086,            0.023585,             0.53377,             0.58269,             0.54621,             0.28595,            0.055005,            0.059705,             0.01346,            0.005842,            0.005842,            0.005842
                  86,            0.055911,            0.038255,            0.020187,             0.59293,             0.58272,             0.54512,             0.27273,            0.057554,            0.063805,            0.015009,           0.0057925,           0.0057925,           0.0057925
                  87,            0.058388,             0.03997,            0.023734,             0.58003,             0.43616,              0.4775,             0.21627,            0.068334,            0.060647,            0.020616,            0.005743,            0.005743,            0.005743
                  88,            0.055975,            0.032712,             0.02281,             0.79623,             0.42177,             0.51635,             0.21911,            0.058876,             0.04801,            0.017091,           0.0056935,           0.0056935,           0.0056935
                  89,            0.054299,            0.039782,            0.021093,             0.65782,             0.53964,             0.50637,             0.23832,            0.058555,            0.042635,             0.01518,            0.005644,            0.005644,            0.005644
                  90,             0.05448,            0.038492,            0.023255,             0.73126,             0.56851,             0.54682,             0.25548,            0.057587,            0.048361,            0.014304,           0.0055945,           0.0055945,           0.0055945
                  91,            0.054805,            0.030731,            0.024152,             0.57173,             0.57119,             0.57659,              0.2491,            0.056401,            0.043401,            0.013482,            0.005545,            0.005545,            0.005545
                  92,            0.056984,            0.037114,            0.021403,             0.52411,             0.51923,              0.5672,             0.26979,            0.056973,             0.04414,            0.013895,           0.0054955,           0.0054955,           0.0054955
                  93,            0.055352,            0.039228,            0.021551,               0.539,              0.6481,             0.57676,             0.27473,            0.052912,            0.048832,            0.012312,            0.005446,            0.005446,            0.005446
                  94,            0.051623,            0.036665,            0.023062,             0.65104,             0.58027,             0.52852,             0.27111,            0.051684,             0.04096,            0.012015,           0.0053965,           0.0053965,           0.0053965
                  95,            0.051785,            0.035132,             0.02112,             0.72705,             0.66889,             0.71132,             0.28148,            0.050331,             0.03796,            0.010947,            0.005347,            0.005347,            0.005347
                  96,            0.053329,            0.033808,            0.021889,             0.70873,             0.68311,             0.71618,              0.3321,            0.049276,             0.04109,             0.01092,           0.0052975,           0.0052975,           0.0052975
                  97,            0.051173,            0.040544,            0.019518,             0.60321,             0.64046,             0.63159,             0.31143,            0.048933,            0.050926,            0.010927,            0.005248,            0.005248,            0.005248
                  98,            0.050516,            0.034504,            0.018877,             0.76293,             0.55139,             0.62453,             0.27291,            0.057485,             0.05098,            0.013515,           0.0051985,           0.0051985,           0.0051985
                  99,            0.053883,            0.039593,            0.019402,             0.75068,             0.62566,             0.66558,             0.32283,             0.05057,            0.039896,            0.011278,            0.005149,            0.005149,            0.005149
                 100,            0.056057,            0.038373,            0.019699,             0.74591,             0.62871,             0.63925,             0.26294,            0.052651,            0.038062,            0.010676,           0.0050995,           0.0050995,           0.0050995
                 101,            0.051814,            0.036263,            0.018005,             0.69794,             0.69444,              0.6746,             0.31433,            0.050041,            0.038217,            0.010479,             0.00505,             0.00505,             0.00505
                 102,            0.050679,             0.03508,            0.021902,             0.71132,             0.71171,             0.75535,             0.30923,            0.048824,             0.03623,           0.0098983,           0.0050005,           0.0050005,           0.0050005
                 103,            0.053345,            0.035013,             0.02235,             0.68446,             0.60148,             0.64358,             0.32171,            0.052628,            0.042874,            0.011393,            0.004951,            0.004951,            0.004951
                 104,            0.050773,             0.03588,            0.020232,             0.67471,              0.5402,             0.52389,             0.26428,            0.064435,             0.04705,            0.019631,           0.0049015,           0.0049015,           0.0049015
                 105,             0.04937,            0.035906,            0.018543,             0.69834,             0.59144,             0.59579,             0.27584,            0.060536,            0.043429,            0.014627,            0.004852,            0.004852,            0.004852
                 106,            0.048409,            0.034403,            0.019125,             0.70827,              0.6255,             0.64009,             0.31826,             0.05096,            0.042045,            0.011231,           0.0048025,           0.0048025,           0.0048025
                 107,            0.050548,            0.033782,            0.020195,             0.75701,             0.61705,             0.70557,             0.34344,            0.048587,            0.040724,             0.01035,            0.004753,            0.004753,            0.004753
                 108,            0.051908,            0.036623,            0.020208,             0.79778,             0.47797,             0.52555,             0.25319,            0.064048,            0.052877,             0.02034,           0.0047035,           0.0047035,           0.0047035
                 109,            0.051119,            0.038688,            0.017918,             0.66012,             0.64451,             0.73919,               0.386,            0.047045,            0.037268,           0.0099243,            0.004654,            0.004654,            0.004654
                 110,            0.046625,            0.031649,            0.019372,              0.7019,             0.48394,             0.56287,             0.27922,            0.056925,            0.059631,            0.013787,           0.0046045,           0.0046045,           0.0046045
                 111,            0.050331,            0.034848,            0.020054,             0.69872,             0.65938,              0.6873,             0.32549,            0.053287,            0.040632,            0.010836,            0.004555,            0.004555,            0.004555
                 112,            0.048722,            0.036112,            0.019246,             0.68173,             0.62959,             0.64899,             0.31315,            0.055929,            0.043424,            0.014197,           0.0045055,           0.0045055,           0.0045055
                 113,            0.046945,            0.034418,            0.021862,             0.68289,             0.58251,             0.61946,              0.3396,             0.05091,            0.045633,            0.012434,            0.004456,            0.004456,            0.004456
                 114,            0.048113,              0.0325,             0.02162,             0.78516,             0.59551,             0.65877,             0.32129,            0.050862,            0.046715,            0.010753,           0.0044065,           0.0044065,           0.0044065
                 115,            0.046967,            0.033791,            0.021395,             0.72329,             0.52214,             0.57207,             0.28733,            0.049655,            0.039318,             0.01009,            0.004357,            0.004357,            0.004357
                 116,            0.048151,            0.033047,            0.018612,             0.69498,             0.44945,             0.47535,             0.24277,            0.071348,            0.045244,            0.017726,           0.0043075,           0.0043075,           0.0043075
                 117,            0.047829,            0.034797,            0.018967,             0.68958,             0.48941,              0.5179,             0.23966,            0.073468,            0.046705,             0.01964,            0.004258,            0.004258,            0.004258
                 118,             0.04818,            0.034964,            0.019829,             0.66163,             0.70533,             0.70849,             0.36786,            0.044627,            0.036651,           0.0089676,           0.0042085,           0.0042085,           0.0042085
                 119,            0.046906,            0.031304,            0.020175,             0.65447,             0.68879,             0.77165,             0.42734,            0.048878,             0.03468,           0.0089778,            0.004159,            0.004159,            0.004159
                 120,            0.049691,            0.035075,            0.019856,              0.6677,             0.64725,             0.77605,             0.39604,            0.053586,            0.036207,           0.0092493,           0.0041095,           0.0041095,           0.0041095
                 121,            0.048168,            0.033139,            0.018867,             0.69799,             0.68769,              0.8408,             0.41071,            0.046653,             0.03502,           0.0091497,             0.00406,             0.00406,             0.00406
                 122,            0.043543,            0.033436,            0.019119,             0.71718,             0.69998,             0.82099,             0.43214,            0.046752,            0.034764,            0.008984,           0.0040105,           0.0040105,           0.0040105
                 123,            0.045954,            0.033955,            0.016285,              0.7589,             0.69214,             0.79454,             0.38643,            0.044022,            0.033271,           0.0089271,            0.003961,            0.003961,            0.003961
                 124,            0.046344,            0.034259,            0.018438,             0.72753,             0.68498,             0.82612,             0.45502,            0.045398,            0.036886,           0.0095556,           0.0039115,           0.0039115,           0.0039115
                 125,            0.047619,            0.031678,             0.01959,             0.76478,             0.69519,             0.79221,             0.40661,            0.045917,            0.035463,           0.0091083,            0.003862,            0.003862,            0.003862
                 126,            0.047199,            0.036324,            0.020257,              0.7278,             0.73587,             0.79606,             0.39113,            0.044783,            0.034943,           0.0090171,           0.0038125,           0.0038125,           0.0038125
                 127,            0.045777,            0.033106,            0.020118,             0.62465,             0.65815,             0.75201,             0.42881,            0.044447,            0.035995,           0.0092376,            0.003763,            0.003763,            0.003763
                 128,            0.048505,            0.031734,              0.0177,             0.69122,             0.67486,             0.73096,             0.36863,            0.050048,            0.036465,           0.0090526,           0.0037135,           0.0037135,           0.0037135
                 129,            0.049567,            0.036078,            0.017887,             0.67305,             0.68939,             0.79988,             0.42163,            0.044547,            0.035431,           0.0086375,            0.003664,            0.003664,            0.003664
                 130,            0.043693,            0.031099,              0.0188,             0.72023,             0.65664,             0.78456,             0.40314,            0.045559,            0.034905,           0.0085196,           0.0036145,           0.0036145,           0.0036145
                 131,             0.04629,            0.033358,            0.018455,              0.7989,              0.7302,             0.85753,             0.47347,            0.043468,            0.034433,           0.0085607,            0.003565,            0.003565,            0.003565
                 132,            0.043156,             0.02901,            0.019865,             0.82846,             0.71381,             0.74285,             0.40905,            0.044463,            0.036172,           0.0088016,           0.0035155,           0.0035155,           0.0035155
                 133,            0.044887,            0.030699,            0.019241,             0.79817,             0.69427,             0.73265,             0.35543,            0.043414,            0.036242,            0.008572,            0.003466,            0.003466,            0.003466
                 134,            0.044199,            0.034618,            0.018279,             0.70251,             0.68977,             0.68692,             0.34086,            0.045234,            0.035215,           0.0082039,           0.0034165,           0.0034165,           0.0034165
                 135,            0.043816,            0.033781,             0.01889,             0.70708,             0.71525,             0.80757,             0.40234,            0.042495,             0.03519,           0.0080833,            0.003367,            0.003367,            0.003367
                 136,            0.045109,            0.030209,            0.019657,             0.69016,             0.72602,             0.83581,             0.42716,            0.043489,            0.043761,           0.0082918,           0.0033175,           0.0033175,           0.0033175
                 137,            0.044459,            0.033787,            0.017614,             0.69367,              0.6954,             0.71982,             0.34221,            0.044471,            0.034063,           0.0080931,            0.003268,            0.003268,            0.003268
                 138,            0.042585,            0.030074,            0.018504,             0.70902,             0.72365,             0.69971,               0.364,            0.042927,            0.033768,           0.0081385,           0.0032185,           0.0032185,           0.0032185
                 139,            0.046896,            0.036546,            0.017086,             0.69932,             0.75218,             0.74544,             0.39522,            0.042219,            0.035674,           0.0081478,            0.003169,            0.003169,            0.003169
                 140,             0.04497,            0.031764,            0.019011,             0.68838,             0.65475,             0.73769,              0.4005,            0.044755,            0.038748,            0.008546,           0.0031195,           0.0031195,           0.0031195
                 141,            0.043804,            0.029723,            0.020315,             0.73087,             0.70008,              0.7458,             0.38943,            0.043028,            0.036446,           0.0082127,             0.00307,             0.00307,             0.00307
                 142,            0.045733,            0.033735,            0.019675,             0.74847,             0.69079,             0.80642,             0.45863,            0.040853,            0.034468,           0.0080101,           0.0030205,           0.0030205,           0.0030205
                 143,            0.043894,            0.033826,             0.01789,             0.67011,              0.6896,             0.79493,             0.42619,            0.042924,            0.037376,           0.0080848,            0.002971,            0.002971,            0.002971
                 144,            0.043332,            0.034577,            0.017135,             0.64189,             0.72245,             0.80204,             0.39065,            0.046195,            0.044641,           0.0083779,           0.0029215,           0.0029215,           0.0029215
                 145,             0.04201,            0.035419,            0.018472,              0.7121,             0.67852,             0.81018,              0.4453,            0.041904,            0.032971,           0.0080921,            0.002872,            0.002872,            0.002872
                 146,            0.043421,             0.03386,            0.017862,             0.72341,              0.6954,             0.79981,               0.424,            0.042289,            0.032307,           0.0077768,           0.0028225,           0.0028225,           0.0028225
                 147,            0.044101,            0.033149,            0.015995,             0.77172,             0.67322,             0.80022,             0.42623,            0.043689,            0.032997,           0.0078566,            0.002773,            0.002773,            0.002773
                 148,            0.047392,             0.03193,             0.01841,             0.73903,             0.67538,              0.8163,             0.42801,            0.046068,            0.034798,           0.0083214,           0.0027235,           0.0027235,           0.0027235
                 149,            0.042892,            0.030709,            0.018971,             0.76557,             0.68568,             0.74693,             0.43489,            0.043758,            0.034252,           0.0082949,            0.002674,            0.002674,            0.002674
                 150,            0.041923,            0.031856,            0.018215,             0.76074,             0.67383,              0.7328,             0.41825,            0.042137,            0.033785,           0.0080145,           0.0026245,           0.0026245,           0.0026245
                 151,            0.041459,            0.031787,            0.018276,             0.73487,             0.65169,             0.67555,             0.37857,            0.042609,            0.034336,            0.007895,            0.002575,            0.002575,            0.002575
                 152,            0.041932,            0.030538,            0.021579,              0.7606,             0.66519,             0.69171,             0.36463,             0.04444,            0.034342,           0.0080545,           0.0025255,           0.0025255,           0.0025255
                 153,            0.041717,            0.033041,            0.014966,              0.7618,             0.70242,             0.84218,              0.4466,            0.041422,            0.033261,            0.007626,            0.002476,            0.002476,            0.002476
                 154,            0.041181,            0.028967,            0.017968,             0.67971,             0.69776,             0.79546,             0.44462,            0.042748,             0.03551,           0.0078005,           0.0024265,           0.0024265,           0.0024265
                 155,            0.039827,            0.025966,            0.018842,             0.72034,             0.73509,             0.84076,             0.43251,            0.041922,            0.033106,           0.0074474,            0.002377,            0.002377,            0.002377
                 156,            0.041254,            0.034061,            0.017614,             0.77052,             0.73313,             0.86116,             0.43241,             0.04122,            0.032921,           0.0075754,           0.0023275,           0.0023275,           0.0023275
                 157,             0.04168,             0.03246,            0.017371,             0.77225,             0.68609,             0.70885,             0.36909,            0.045937,            0.037427,           0.0090005,            0.002278,            0.002278,            0.002278
                 158,            0.041061,            0.032833,            0.017176,             0.75441,             0.75434,             0.90221,             0.47925,            0.041781,            0.032862,           0.0082158,           0.0022285,           0.0022285,           0.0022285
                 159,            0.039665,            0.030858,             0.01681,             0.81892,             0.75456,             0.90762,             0.47924,            0.040897,            0.033324,           0.0077179,            0.002179,            0.002179,            0.002179
                 160,            0.041692,             0.03169,              0.0177,             0.79655,             0.74292,             0.88559,             0.43787,            0.041763,            0.034602,           0.0073723,           0.0021295,           0.0021295,           0.0021295
                 161,            0.041431,            0.028029,             0.01606,             0.76387,             0.72437,             0.83505,             0.43447,             0.03999,            0.035611,           0.0071718,             0.00208,             0.00208,             0.00208
                 162,            0.040055,            0.034603,             0.01727,             0.71973,             0.68994,             0.83356,             0.45331,            0.040393,            0.034028,           0.0072754,           0.0020305,           0.0020305,           0.0020305
